CUNumber,CUName,City,State,URL
63965,VIRGINIA COOP,Virginia,MN,http://www.vccu.org
63971,POINT WEST,Portland,OR,http://www.pointwestcu.com
63977,MINNESOTA CATHOLIC,Little Canada,MN,http://www.mncathcu.com
63988,ELECTRIC MACHINERY EMPLOYEES,MINNEAPOLIS,MN,https://www.emcu.org/
63996,INFUZE,Fort Leonard Wo,MO,http://www.infuzecu.org
64029,SANTA CRUZ COMMUNITY,Santa Cruz,CA,https://www.scccu.org
64030,ADVANTAGE,Newton,IA,http://www.acuiowa.org
64034,GREATER KINSTON,KINSTON,NC,http://www.greaterkcu.org
64036,MISSOURI CENTRAL,Lees Summit,MO,https://www.mocentral.org
64037,POWER,Pueblo,CO,http://www.powercu.org
64038,BLOOMINGTON POSTAL EMPLOYEES,BLOOMINGTON,IL,https://www.ea.financial-net.com
64049,DUPACO COMMUNITY,Dubuque,IA,http://www.dupaco.com
64056,COUNTY,SAINT LOUIS,MO,http://www.countycu.org
64059,BENTON COUNTY SCHOOLS,Corvallis,OR,http://www.bcscu.org
64062,SABATTUS REGIONAL,Sabattus,ME,http://www.srcu4u.com
64067,FAMILY COMMUNITY,Charles City,IA,http://www.ccfccu.com
64084,MAZUMA,Overland Park,KS,http://www.mazuma.org
64089,FIRST PACE,West St Paul,MN,http://www.firstpacecu.com
64103,FORRIT,Clackamas,OR,https://www.forritcu.org
64108,FOUNTAIN VALLEY,Fountain Valley,CA,
64110,ARAPAHOE,Littleton,CO,https://www.arapahoecu.org
64122,VALLEY OAK,Three Rivers,CA,http://www.valleyoak.org
64131,PENNSYLVANIA STATE EMPLOYEES,HARRISBURG,PA,http://www.psecu.com
64140,PEOPLES,Webster City,IA,http://www.peoples-credit-union.com
64144,WORCESTER,Worcester,MA,http://www.worcestercu.com
64145,POSTAL & COMMUNITY,Saint Joseph,MO,HTTP://WWW.YOURPCCU.ORG
64166,MARION AND POLK SCHOOLS,Salem,OR,http://www.mapscu.com
64168,HEARTLAND,Inver Grove Hei,MN,http://www.heartlandcu.com
64169,VALLEY,SALEM,OR,https://www.valleycu.org/
64171,UNIVERSITY,Los Angeles,CA,https://www.ucu.org
64186,AUSTIN CITY EMPLOYEES,Austin,MN,http://www.austincityecu.org
64191,NORTH IOWA COMMUNITY,MASON CITY,IA,http://WWW.NICCU.COM
64196,CENTRAL COMMUNICATIONS,Independence,MO,http://www.centralccu.com
64199,CONSERVATION EMPLOYEES,Jefferson City,MO,http://www.cecuonline.org
64203,GREATER IOWA,Ames,IA,https://www.gicu.org
64208,LOVERS LANE,SAINT JOSEPH,MO,
64212,MERIDIAN,Ottumwa,IA,http://www.mymeridiancu.org
64222,SOUTH CENTRAL MISSOURI,Willow Springs,MO,http://www.creditunionmo.com
64231,FIRST CLASS COMMUNITY,WEST DES MOINES,IA,http://www.gofirstclass.org
64234,LENNOX EMPLOYEES,Marshalltown,IA,http://www.lennoxecu.com
64242,PARIS HI-WAY,Paris,IL,
64252,FELLOWSHIP BAPTIST CHURCH,CHICAGO,IL,http://fellowshipchicagocu.com
64267,ELECTRICAL WORKERS LOCAL 58,DETROIT,MI,http://www.ewcu.net
64269,S E C U,KEOKUK,IA,
64271,PREMIER,Des Moines,IA,http://www.premiercu.org
64275,PUBLIC SERVICE #3,Fort Wayne,IN,http://www.mypscu.com
64281,CHEROKEE STRIP,Ponca City,OK,http://www.cherokeestrip.com
64282,NORTH WESTERN EMPLOYEES,COUNCIL BLUFFS,IA,https://www.nwecu.org
64294,AREA COMMUNITY,GRAND FORKS,ND,http://www.gfaccu.com
64304,ALEXANDRIA SCHOOLS EMPLOYEES,Alexandria,MN,http://www.alexcreditunion.org
64323,ACE,Mason City,IA,
64332,ALPINE,Orem,UT,http://www.alpinecu.com
64340,ONE THIRTEEN,Colorado Spring,CO,http://www.113creditunion.com
64342,CREDIT UNION OF DENVER,LAKEWOOD,CO,http://www.cudenver.com
64359,DULUTH POLICE DEPARTMENT EMPLOYEES,DULUTH,MN,
64361,JOURNEY,Des Moines,IA,http://www.journeycu.org
64380,DES MOINES METRO,Des Moines,IA,http://www.dmmcu.org
64390,PUBLIC EMPLOYEES,Waterloo,IA,http://www.publicemployeescu.com
64394,SUMMIT RIDGE,LEES SUMMIT,MO,https://www.mysrcu.com
64397,FEDCO,Jefferson City,MO,
64408,VUE COMMUNITY,BISMARCK,ND,http://www.vueccu.com
64412,FIRST AMERICAN,Casa Grande,AZ,http://www.firstamerican.org
64417,SIOUX VALLEY COMMUNITY,SIOUX CITY,IA,http://www.siouxvalleyccu.com
64418,VERIDIAN,WATERLOO,IA,http://www.veridiancu.org
64421,WHITE RIVER,Rochester,VT,http://www.whitercu.com
64425,ST. LOUIS POLICEMEN`S,Saint Louis,MO,http://www.stlpolicecu.com
64441,HEARTLAND,Springfield,IL,http://www.hcu.org
64462,NORTHEAST SCHOOLS AND HOSPITAL,Newport,VT,https://www.nshcu.virtualcu.net
64471,DU TRAC COMMUNITY,DUBUQUE,IA,http://WWW.DUTRAC.ORG
64482,UNCLE,LIVERMORE,CA,http://WWW.UNCLECU.ORG
64503,DOW GREAT WESTERN,Antioch,CA,http://www.dowcu.org
64518,MOWER COUNTY EMPLOYEES,Austin,MN,http://www.mowercountyecu.org
64528,BIRMINGHAM CITY,Birmingham,AL,http://www.bhamcu.org
64531,ALTA VISTA,REDLANDS,CA,http://www.altavistacu.org
64568,URBANA MUNICIPAL EMPLOYEES,Urbana,IL,http://umecu-urbana.com
64594,FIREMAN'S,BIRMINGHAM,AL,
64598,ALABAMA STATE EMPLOYEES,Montgomery,AL,https://www.yourasecu.com
64603,ALABAMA LAW ENFORCEMENT CREDIT UNIO,Birmingham,AL,HTTP://WWW.ALLECU.ORG
64606,LEHIGH VALLEY EDUCATORS,Allentown,PA,http://www.lvecu.org
64621,CAPE REGIONAL,Cape Girardeau,MO,http://www.CAPEREGIONALCU.com
64644,BLUE FLAME,Mobile,AL,https://www.blueflamecreditunion.or
64645,ALABAMA POSTAL,Birmingham,AL,https://www.alabamapostalcu.com
64655,NORTHERN COMMUNITIES,DULUTH,MN,https://www.nccyou.com
64660,GREATER VALLEY,FRESNO,CA,https://www.greatervalleycu.org
64688,LISBON FARMERS UNION,LISBON,ND,
64690,HOLY ROSARY,KANSAS CITY,MO,http://www.HolyRosaryCU.org
64691,JOPLIN METRO,JOPLIN,MO,http://www.joplinmcu.com
64703,FEDERATED EMPLOYEES,OWATONNA,MN,http://www.fedecu.com
64708,LEGACY,Joplin,MO,HTTP://WWW.YOURLCU.COM
64709,NORTHEAST REGIONAL,HANNIBAL,MO,http://www.mynrcu.com
64718,MISSOURI BAPTIST,Jefferson City,MO,https://www.mobaptistcu.org
64723,CO - LIB,Saint Louis,MO,
64731,SMARTCHOICE,Spring Valley,IL,
64746,COMMUNITY FIRST,HANNIBAL,MO,http://mycommunityfirstcu.com
64755,DIVISION #6 HIGHWAY,Town and Countr,MO,http://www.d6hcu.com
64759,DEL NORTE,Santa Fe,NM,http://www.dncu.com
64762,CATHOLIC FAMILY,Kansas City,MO,http://www.catholicfamilycu.com
64766,MERCO,Merced,CA,http://www.merco.org
64777,BLUESCOPE EMPLOYEES',KANSAS CITY,MO,
64778,CANVAS,LONE TREE,CO,https://www.canvas.org/
64782,ORLEX GOVERNMENT EMPLOYEES,Newport,VT,http://www.orlex.com
64825,DECA,Cincinnati,OH,
64833,HAZLETON SCHOOL EMPLOYEES,Hazle Township,PA,https://www.hazletonsecu-dn.financi
64834,CALIFORNIA LITHUANIAN,Santa Monica,CA,https://www.clcu.org
64835,F3,SAN JOSE,CA,http://www.ppcu.org
64850,CREDIT UNION ONE OF OKLAHOMA,Oklahoma City,OK,http://www.cuoneok.org
64852,FELLOWSHIP,Lamar,CO,http://www.fellowshipcreditunion.co
64856,PATRIOT,SAINT LOUIS,MO,http://www.patriotcu.com
64868,CASEBINE COMMUNITY,Burlington,IA,http://www.casebine.com
64878,5 STAR COMMUNITY,MOUNT PLEASANT,IA,http://www.5starcu.org
64880,COMMUNITY CHOICE,Farmington Hill,MI,http://www.communitychoicecu.com
64882,POSTAL EMPLOYEES,TRENTON,NJ,http://www.pecu24.org
64883,MOONLIGHT CREDIT UNION,Worthington,PA,http://www.moonlightcu.com
64886,AIM,Dubuque,IA,http://www.aimcreditunion.com
64892,JONES METHODIST CHURCH,SAN FRANCISCO,CA,
64893,UNIVERSAL CITY STUDIOS,Burbank,CA,http://WWW.UCSCU.ORG
64896,UTILITIES EMPLOYEES,WYOMISSING,PA,http://www.uecu.org
64913,ON TAP,Golden,CO,http://www.ontapcu.org
64917,DUBUQUE POSTAL EMPLOYEES,DUBUQUE,IA,http://dpecu.com
64920,ILLINOIS STATE,NORMAL,IL,http://www.itsmycreditunion.org
64932,HIDDEN RIVER,Pottsville,PA,http://www.hdriver.org
64938,OUR FAMILY SOCIAL,Omaha,NE,
64939,K.C. AREA,KANSAS CITY,MO,http://www.kcareacu.com
64942,FAMILY HORIZONS,Indianapolis,IN,http://www.familyhorizons.com
64943,DES MOINES FIRE DEPARTMENT,DES MOINES,IA,
64948,LINXUS,MACHESNEY PARK,IL,http://www.linxuscu.org
64967,A.S.H. EMPLOYEES,ANNA,IL,
64970,UNIVERSAL 1,Dayton,OH,http://www.universal1cu.org
64986,RIVER COMMUNITY,Ottumwa,IA,http://www.rivercommunitycu.org
64991,QUAKER OATS,CEDAR RAPIDS,IA,http://www.quakeroatscu.com
64999,METROPOLITAN SERVICES,SAINT PAUL,MN,http://www.mymscu.org
65003,GAS AND ELECTRIC,ROCK ISLAND,IL,http://www.gaselectriccu.com
65013,HEALTHCARE FIRST CREDIT UNION,JOHNSTOWN,PA,http://www.healthcarefirstcu.com
65039,POLK COUNTY,DES MOINES,IA,http://www.polkcountycreditunion.co
65040,GAS & ELECTRIC EMPLOYEES,mason city,IA,
65046,SIUE,Edwardsville,IL,http://www.siuecu.org
65059,NIKKEI,GARDENA,CA,http://www.nikkeicu.org
65062,ST. LUDMILA S,CEDAR RAPIDS,IA,
65063,NOVATION,OAKDALE,MN,http://www.Novation.org
65071,UNITE,Cedar Falls,IA,http://www.unite-cu.org
65078,COMMUNITY CHOICE,JOHNSTON,IA,http://comchoicecu.org
65082,SUNWEST,Pueblo,CO,http://www.sunwestecu.com
65085,LAKE SUPERIOR,ONTONAGON,MI,http://www.lscu.virtualcu.net
65088,HOLY ROSARY,Rochester,NH,http://www.hrcu.org
65090,"CENTRAL VERMONT MEDICAL CENTER,INC.",BERLIN,VT,https://www.cvmccu.org
65091,ST. PATRICK S PARISH,Fairfield,VT,
65111,OPTIONS,LITTLETON,CO,http://www.optionscreditunion.com
65136,ST. ATHANASIUS,JESUP,IA,
65150,SERVE,DES MOINES,IA,http://www.servecu.org
65155,UNITED ASSOCIATION,Concord,CA,http://UNITEDASSOCIATIONCU.ORG
65168,TOWN AND COUNTRY,Harlan,IA,HTTP://WWW.TOWNCOUNTRYCU.COM
65186,CENTRAL ILLINOIS,CHAMPAIGN,IL,HTTP://WWW.CICU.COM
65193,WATERLOO FIREMEN'S,Waterloo,IA,
65205,CINCINNATI EMPLOYEES,Harrison,OH,http://www.cintiecu.org
65208,NATCO,RICHMOND,IN,HTTP://WWW.NATCOCU.ORG
65211,WILLIAMSPORT TEACHERS,SOUTH WILLIAMSP,PA,http://www.williamsportteacherscu.c
65231,PILGRIM BAPTIST,Chicago,IL,
65238,CENT,Mason City,IA,http://www.centcu.org
65239,BURLINGTON MUNICIPAL EMPLOYEES,Burlington,IA,http://MYBMECU.COM
65242,INDUSTRIAL EMPLOYEES,Centerville,IA,https://www.industrialemployeescu.c
65243,HOLY GHOST PARISH,DUBUQUE,IA,
65256,SPRINGFIELD FIREFIGHTERS,Springfield,IL,
65259,STATE EMPLOYEES COMMUNITY,Alton,IL,http://stateemployeescu.virtualcu.n
65291,ARMCO,BUTLER,PA,http://www.armcocu.com
65299,KEYPOINT,San Jose,CA,https://www.kpcu.com
65305,ILLINOIS EDUCATORS,Springfield,IL,http://www.iecumember.org
65323,UPWARD,Burlingame,CA,https://www.upwardcu.org
65346,SALEM SCHOOL SYSTEM,Salem,IL,http://www.salemschoolscreditunion.
65356,NEW DIRECTIONS COMMUNITY,Franklin,PA,https://www.newdirectionsccu.com
65371,MCPHERSON CO-OP,MCPHERSON,KS,https://www.mcphersoncu.com
65378,MID AMERICAN,Wichita,KS,http://www.midamerican.coop
65384,TCP,RURAL HALL,NC,http://tcpcu.org
65388,VOCALITY COMMUNITY,GARBERVILLE,CA,http://www.vocalityccu.org
65398,FIRST NEBRASKA,OMAHA,NE,http://www.firstnebraska.org
65402,ALABAMA RIVER,MONROEVILLE,AL,http://www.arivercu.com
65411,BUCKS COUNTY EMPLOYEES,Doylestown,PA,
65412,1ST ED CREDIT UNION,CHAMBERSBURG,PA,http://www.1edcu.org
65421,HEALTHCARE ASSOCIATES,Naperville,IL,https://www.hacu.org
65424,SPRINGFIELD CITY EMPLOYEES,Springfield,IL,http://www.scecu.org
65426,WESTERN ILLINOIS SCHOOL EMPLOYEES,QUINCY,IL,http://WISECU.COM
65427,CARBONDALE HIGHWAY,Carbondale,IL,
65448,RIVERVIEW,SOUTH SAINT PAU,MN,https://www.myrcu.com
65458,ENERGY PLUS,Indianapolis,IN,http://www.energypluscu.org
65464,ECO,BIRMINGHAM,AL,http://www.ecocu.org
65466,MORTON,South Hutchinso,KS,http://MORTONCU.COM
65471,GUADALUPE PARISH,Antonito,CO,http://www.guadalupeparishcu.org
65484,ST. JUDE,CHICAGO,IL,http://www.stjudecreditunion.org
65491,MEMBERS FIRST CREDIT UNION OF N.H.,Manchester,NH,http://www.membersfirstnh.org
65493,COMMUNITY SPIRIT CREDIT UNION,Lawrenceburg,IN,http://www.communityspiritcu.org
65503,MUNICIPAL EMPS CU OF OKLAHOMA CITY,OKLAHOMA CITY,OK,http://WWW.MECUOKC.ORG
65513,STATE EMPLOYEES,Santa Fe,NM,http://www.secunm.org
65521,AEGIS,Clinton,IA,http://www.aegiscu.com
65528,NORTH PLATTE UNION PACIFIC EMPLOYEE,North Platte,NE,http://www.upemployeescu.com
65555,JOLIET FIREFIGHTERS,JOLIET,IL,
65561,LINCOLN S.D.A.,LINCOLN,NE,http://www.lincolnsdacu.org
65564,SAINT NORBERT'S,PITTSBURGH,PA,
65565,CEDAR FALLS COMMUNITY,Cedar Falls,IA,http://www.cfccu.org
65578,UNITED SAVINGS,FARGO,ND,HTTP://WWW.UNITEDSAVINGSCU.ORG
65595,AMERICAN 1,JACKSON,MI,http://www.american1cu.org
65606,TEAMSTERS LOCAL #238,Cedar Rapids,IA,http://www.teamsterslocal238cu.org
65636,ST. MARY,Walsenburg,CO,
65639,WEXFORD COMMUNITY,Cadillac,MI,https://www.wexccu.com
65640,HEIGHTS AUTO WORKERS,Burnham,IL,HTTP://WWW.HAWCU.COM
65644,RIVERMARK COMMUNITY,Oregon City,OR,http://www.rivermarkcu.org
65656,MISSOURI,Columbia,MO,http://www.missouricu.org
65664,HIGH SIERRA,BISHOP,CA,
65680,BETHEL A.M.E. CHURCH,Chicago,IL,
65712,GALESBURG BURLINGTON,Galesburg,IL,http://www.gbcu.net
65722,FREEDOM NORTHWEST,KAMIAH,ID,http://fnwcu.org
65728,CONNECTICUT STATE EMPLOYEES,HARTFORD,CT,http://CSECREDITUNION.COM
65735,CATHOLIC & COMMUNITY,Belleville,IL,http://www.candccu.com
65759,B.E.A.,Bethalto,IL,
65770,SERVICE PLUS,Moline,IL,http://www.service-pluscu.org
65774,TEACHERS,Oklahoma CIty,OK,http://www.tcuok.org
65775,NORTHERN COLORADO,GREELEY,CO,http://www.nococu.org
65780,COGIC,LAFAYETTE,LA,https://COGICCCreditUnion.org
65781,PIEDMONT,Statesville,NC,http://www.piedmontcreditunionnc.co
65788,WESTERRA,Denver,CO,http://www.westerracu.com
65803,NORTHWEST HILLS,Torrington,CT,https://www.nwhcu.com
65809,NEW HAVEN COUNTY,North Haven,CT,http://www.nhccu.com
65816,NEBRASKA STATE EMPLOYEES,LINCOLN,NE,http://www.nsecu.org
65817,METROPOLITAN DISTRICT EMPLOYEES,HARTFORD,CT,http://www.mdecu.org
65840,I.B.E.W. LOCAL #146,Decatur,IL,http://www.ibew146cu.com
65841,DECATUR POSTAL,Decatur,IL,http://decaturpostalcreditunion.com
65843,MWRD EMPLOYEES,CHICAGO,IL,http://mwrdecu.org
65856,OREGON COMMUNITY,EUGENE,OR,http://www.myoccu.org
65861,THE PEOPLES,Middletown,RI,http://www.peoplescu.com
65862,NEW HAVEN FIREFIGHTERS,NEW HAVEN,CT,
65874,TAYLORVILLE SCHOOL EMPLOYEES,Taylorville,IL,
65896,MEA,Monticello,IL,
65905,PEORIA BELL,Peoria,IL,http://www.peoriabell.org
65906,AURORA POSTAL EMPLOYEES,Aurora,IL,
65932,CHICAGO MUNICIPAL EMPLOYEES,Chicago,IL,HTTP://WWW.CMECUONLINE.ORG
65954,NORWALK HOSPITAL,NORWALK,CT,http://www.nohocu.org
65955,ROCKFORD BELL,LOVES PARK,IL,HTTP://WWW.RBCU.NET
65988,KASKASKIA VALLEY,Centralia,IL,http://www.mykvccu.org
65995,MERCER,Aledo,IL,https://www.mercercreditunion.com
66002,STAMFORD HEALTHCARE,Stamford,CT,http://www.shccu.org
66012,COMMUNITY CHOICE,Commerce City,CO,http://www.yourbetterbankingchoice.
66036,KAN COLO,HOISINGTON,KS,https://www.kan-colocreditunion.com
66044,REGIONAL WATER AUTHORITY EMPLOYEES,New Haven,CT,
66066,THE WAY,New Knoxville,OH,
66089,BEREAN,CHICAGO,IL,
66097,CUBA,CUBA,NM,http://www.cubacreditunion.org
66116,TUCSON OLD PUEBLO,Tucson,AZ,http://www.topcu.org
66117,LOCO,ALAMOGORDO,NM,http://www.lococreditunion.com
66126,OMAHA FIREFIGHTERS,Omaha,NE,http://omahafirefighterscu.org
66130,NEW JERSEY LAW AND PUBLIC SAFETY,Trenton,NJ,http://www.njlpscu.org
66143,CHAVES COUNTY SCHOOL EMPLOYEES,Roswell,NM,http://www.ccsecunm.org
66149,GUADALUPE,Santa Fe,NM,http://www.guadalupecu.org
66155,PEOPLES,SPRINGFIELD,CO,http://www.peoples-cu.com
66157,CREDIT UNION 1,Anchorage,AK,http://www.cu1.org
66158,TRUMARK FINANCIAL,Fort Washington,PA,http://www.trumarkonline.org
66159,NEWARK POST OFFICE EMPLOYEES,NEWARK,NJ,
66185,HIGH DESERT COMMUNITY,Aztec,NM,http://www.highdesertcu.org
66207,NEW HAMPSHIRE POSTAL,Manchester,NH,https://www.nhpcu.com
66252,QUESTA,Questa,NM,http://www.questacreditunion.org
66253,FUNERAL SERVICE,Springfield,IL,http://fscunet.org
66258,SELF-HELP,DURHAM,NC,http://www.self-help.org
66259,ORLEANS PARISH SHERIFF'S,New Orleans,LA,
66268,MEMBERSOWN,Lincoln,NE,https://www.membersowncu.org
66270,ARCHER COOPERATIVE,Archer,NE,HTTP://WWW.ARCHERCCU.COM
66274,EDDYVILLE COOPERATIVE,Eddyville,NE,
66296,ST. HELENA PARISH,Chicago,IL,https://www.sthelenacreditunion.com
66299,K C K FIREMEN & POLICE,KANSAS CITY,KS,
66300,IMPERIAL,Springfield,IL,http://www.imperialcreditunion.org
66310,STATE EMPLOYEES',RALEIGH,NC,http://www.ncsecu.org
66317,HEALTHSHARE,Greensboro,NC,http://www.healthsharecu.org
66319,TELCO,TARBORO,NC,http://www.telcu.com
66320,TEXAS GULF CAROLINA EMP,Aurora,NC,
66324,WEYCO COMMUNITY,PLYMOUTH,NC,http://www.weycocreditunion.com
66327,CREDIT UNION OF TEXAS,Allen,TX,http://www.cutx.org
66328,"WRIGHT-PATT CREDIT UNION, INC.",Beavercreek,OH,https://www.wpcu.coop
66329,L. E. O.,Painesville,OH,http://www.leocu.org
66330,"STATE EMPLOYEES CU OF MARYLAND, INC",LINTHICUM,MD,http://WWW.SECUMD.ORG
66331,SOUND,Tacoma,WA,https://www.soundcu.com
66333,DESTINATIONS CREDIT UNION,BALTIMORE,MD,HTTP://WWW.DESTINATIONSCU.ORG
66336,BILLERICA MUNICIPAL EMPLOYEES,BILLERICA,MA,http://www.billericamecu.com
66337,INDUSTRIAL CU OF WHATCOM COUNTY,Bellingham,WA,https://www.industrialcu.com
66340,"CENTRAL CREDIT UNION OF MARYLAND,IN",Baltimore,MD,http://www.ccumd.org
66343,PROVIDENT,REDWOOD CITY,CA,https://www.providentcu.org
66346,RIVER WORKS,Lynn,MA,http://www.rwcu.com
66349,SALAL,Seattle,WA,http://www.salalcu.org
66350,BROTHERHOOD,LYNN,MA,http://www.brotherhoodcreditunion.o
66351,TELCO PLUS,LONGVIEW,TX,http://www.telcoplus.org
66353,BRAZOS VALLEY SCHOOLS,Katy,TX,https://www.bvscu.org
66354,EMERGENCY RESPONDERS,Winston Salem,NC,http://www.emrspcu.com
66357,DELTA COMMUNITY,Atlanta,GA,https://www.deltacommunitycu.com
66359,FIRST NORTHERN,Chicago,IL,http://www.fncu.org
66364,METRO,Chelsea,MA,http://www.metrocu.org
66365,ALIGN,Lowell,MA,http://www.aligncu.com
66366,EDINBURG TEACHERS,Edinburg,TX,https://www.etcu.coop
66369,ENERGY,West Roxbury,MA,https://www.energycreditunion.org
66370,SCOTT,Edwardsville,IL,https://www.scu.org
66372,U. S. EMPLOYEES,Tomball,TX,http://www.usecuweb.com
66373,WHATCOM EDUCATIONAL,Bellingham,WA,http://www.wecu.com
66374,SOUTHBRIDGE,Southbridge,MA,https://www.southbridgecu.com
66376,PATHWAYS FINANCIAL,Columbus,OH,http://www.pathwayscu.com
66388,TAYLOR,Medford,WI,https://www.taylorcu.org
66393,NEKOOSA,Nekoosa,WI,http://www.nekoosacu.com
66395,EVERGREEN,NEENAH,WI,HTTP://WWW.EVERGREENCU.COM
66399,HARBORSTONE,LAKEWOOD,WA,http://www.Harborstone.com
66406,LA CROSSE-BURLINGTON,LA CROSSE,WI,https://www.forlbcu.com
66410,KENOSHA POLICE AND FIREMEN'S,KENOSHA,WI,
66418,OSHKOSH POSTAL EMPLOYEES,Oshkosh,WI,http://www.opecu.com
66423,FIREFIGHTERS,ONALASKA,WI,HTTP://WWW.MYFIRECU.ORG
66424,PCM,Green Bay,WI,http://www.pcmcu.org
66430,VALLEY COMMUNITIES,Mosinee,WI,http://www.valleycommunities.org
66431,MADISON,MADISON,WI,http://www.madisoncu.com
66434,INDIANHEAD,SPOONER,WI,http://www.indianheadcu.org
66437,WINNEBAGO COMMUNITY,Oshkosh,WI,http://www.wincu.org
66439,SENTRY,Stevens Point,WI,http://www.sentrycu.org
66444,SHIPBUILDERS,MANITOWOC,WI,http://www.shipbuilderscu.com
66447,SHORELINE,Manitowoc,WI,HTTP://WWW.SHORELINECU.ORG
66448,EDUCATORS,MOUNT PLEASANT,WI,http://www.ecu.com
66449,PRIME FINANCIAL,Cudahy,WI,http://www.primefinancialcu.org
66451,FOCUS,Menomonee Falls,WI,HTTP://WWW.FOCUS-CU.COM
66456,COUNTY - CITY,Jefferson,WI,http://www.countycitycreditunion.co
66461,PUBLIC SERVICE,WAUSAU,WI,https://www.publicservicecu.org
66466,MARATHON COUNTY EMPLOYEES,WAUSAU,WI,https://WWW.MCECU.ORG
66476,HOLY FAMILY MEMORIAL,Manitowoc,WI,http://www.hfmcu.org
66477,GUNDERSEN,LA CROSSE,WI,http://www.gundersencu.org
66492,UNIVERSITY OF WISCONSIN,Madison,WI,http://www.uwcu.org
66499,MADISON FIRE DEPARTMENT,MADISON,WI,http://www.mfdcu.org
66503,IRON COUNTY COMMUNITY,Hurley,WI,http://www.ironcccu.com
66513,CENTRAL WISCONSIN,Plover,WI,http://www.mycwcu.com
66529,GOVERNMENTAL EMPLOYEES,La Crosse,WI,http://www.gecuwi.com
66530,SERVICE,Green Bay,WI,http://www.service-cu.com
66532,ARCADIA,Arcadia,WI,http://www.arcadiacu.com
66537,AVESTAR,Waterloo,WI,http://www.avestarcu.com
66538,CONNEXUS,Wausau,WI,http://www.connexuscu.org
66545,FIRST CHOICE,MARSHFIELD,WI,http://FIRSTCHOICECREDITUNION.COM
66546,AIR TECH,MILWAUKEE,WI,
66547,WOOD COUNTY EMPLOYEES,WISCONSIN RAPID,WI,
66549,BAY SHORE,MARINETTE,WI,http://www.bayshorecu.org
66555,NORTHWESTERN MUTUAL,Milwaukee,WI,http://www.mynmcu.com
66565,STOPPENBACH,Jefferson,WI,
66582,P.I.E.,Houston,TX,https://www.piecu.org
66584,CALIFORNIA COAST,San Diego,CA,http://www.calcoastcu.org
66585,POINT BREEZE,Hunt Valley,MD,http://www.pbcu.com
66592,CITIZENS COMMUNITY,Fort Dodge,IA,http://www.citizenscu.com
66593,FIRST PRIORITY,BOSTON,MA,http://WWW.FIRSTPRIORITYCU.COM
66594,GREENWOOD,Warwick,RI,http://www.greenwoodcu.org
66595,OCEAN STATE,COVENTRY,RI,http://www.oceanstatecu.org
66597,POLISH NATIONAL,Chicopee,MA,http://www.pncu.com
66613,STOUGHTON U.S. RUBBER EMPLOYEES,STOUGHTON,WI,
66615,TOMAH AREA,Tomah,WI,http://www.tacuonline.com
66616,SHEBOYGAN AREA,Sheboygan,WI,http://www.shebareacu.com
66618,MEADOWLAND,SHEBOYGAN FALLS,WI,HTTP://WWW.MEADOWLANDCU.ORG
66622,RACINE MUNICIPAL EMPLOYEES,Racine,WI,http://rmecu.org
66625,WISCONSIN MEDICAL,Green Bay,WI,https://www.wismedcu.org/
66633,MEMBERS' ADVANTAGE,Wisconsin Rapid,WI,http://www.membersadvantagecu.com
66637,BREWERY,MILWAUKEE,WI,HTTP://WWW.BREWERYCU.COM
66638,GUARDIAN,Oak Creek,WI,http://www.guardiancu.org
66640,TRI-COUNTY,Marinette,WI,http://www.tri-county.org
66642,COMMUNITY FIRST,Neenah,WI,http://WWW.COMMUNITYFIRSTCU.ORG
66652,PROSPERA,APPLETON,WI,http://www.myprospera.com
66660,ALLOY EMPLOYEES,WAUKESHA,WI,
66662,SCHOOL EMPLOYEES,Superior,WI,http://secusuperior.com
66663,POLICE,SHEBOYGAN,WI,
66665,DAIRYLAND POWER,LA CROSSE,WI,http://www.dpcreditunion.com
66675,APPLETREE,West Allis,WI,http://www.appletree.org
66677,WEA,Madison,WI,https://www.weacu.com
66678,SIMPLICITY,Marshfield,WI,http://www.simplicity.coop
66683,RIPPLE,Oshkosh,WI,http://www.ripplecu.org
66686,"WISCONSIN LATVIAN, INC.",MILWAUKEE,WI,http://www.wislat.com
66699,ALL ONE,Leominster,MA,http://www.all-onecu.com
66700,VIRGINIA EDUCATORS CREDIT UNION,Newport News,VA,http://www.vecu.org
66703,WESCOM CENTRAL,PASADENA,CA,https://www.wescom.org
66705,TRANSWEST,SALT LAKE CITY,UT,http://www.transwestcu.com
66706,MEMBERS PLUS,Medford,MA,https://www.memberspluscu.org
66707,SOUTHERN LAKES,KENOSHA,WI,https://www.southernlakescu.org
66710,HEARTLAND,Madison,WI,https://www.heartlandcu.org/
66731,FOX COMMUNITIES,Appleton,WI,http://www.foxcu.org
66733,NEW BEDFORD,New Bedford,MA,http://www.nbcu4u.com
66734,NORTH COAST,Bellingham,WA,http://www.northcoastcu.com
66742,WESTCONSIN,Menomonie,WI,http://www.westconsincu.org
66750,BADGER-GLOBE,NEENAH,WI,http://www.badgerglobecu.org
66751,LANDMARK,Brookfield,WI,https://www.landmarkcu.com
66752,MARINE,La Crosse,WI,http://www.marinecu.com
66755,COMPASSIONATE CARE,Fond Du Lac,WI,http://www.compassionatecarecu.org
66760,PREMIER FINANCIAL,New Holstein,WI,http://www.yourpfcu.com
66777,"VERVE, A CREDIT UNION",Oshkosh,WI,https://www.Verveacu.com
