,CHARTER,CITY,WEBADDR,STNAME,NAME,ID
19101,0,Dallas,,Texas,Western Federal Savings and Loan Association,32496
19102,0,Kilgore,,Texas,Federal Savingsbanc of the Southwest,32497
19103,0,Santa Fe,,New Mexico,Charter Bank,32498
19104,0,Manhattan,,Kansas,"First Savings Bank, F.S.B.",32499
19105,0,Edwards,,Mississippi,The Bank of Edwards,325
19106,13443,Henderson,www.verabank.com,Texas,"VeraBank, National Association",3250
19107,0,Bedford,,Texas,"First American Savings Bank, SSB",32500
19108,0,Cedar Rapids,,Iowa,Associated Federal Savings and Loan Association,32501
19109,0,South Beloit,,Illinois,"Republic Savings, A Federal Savings and Loan Association",32502
19110,708349,Pawleys Island,,South Carolina,Plantation Federal Bank,32503
19111,0,Orange,,California,"Ramona Federal Savings and Loan Association, A Federal Savings and Loan",32504
19112,0,Walnut Creek,,California,"Cal America Savings and Loan Association, A Federal Savings and Loan Ass",32505
19113,0,Northridge,,California,"Unified Savings, A Federal Savings and Loan Association",32506
19114,0,Sterling,,Colorado,Colorado FSB,32507
19115,0,Grand Junction,,Colorado,"First Security Savings and Loan Association, A Federal Savings and Loan",32508
19116,0,Pine Bluff,,Arkansas,Riverside Federal Savings Association,32509
19117,13815,Henrietta,,Texas,The First National Bank of Henrietta,3251
19118,0,Metairie,,Louisiana,Gulf Federal Savings and Loan Association,32510
19119,0,Baton Rouge,,Louisiana,Fidelity Bank,32511
19120,0,Miami,,Florida,Consumers Savings Bank,32512
19121,0,Orland Park,,Illinois,"First Savings of America, A Federal Savings and Loan Association",32513
19122,0,Palm Harbor,,Florida,Sovereign Savings Bank,32514
19123,0,Randallstown,,Maryland,Liberty Federal Savings Bank,32515
19124,0,Weslaco,,Texas,"River Valley Bank, FSB",32516
19125,0,West Memphis,,Arkansas,Federal Savings Bank,32517
19126,0,Lauderhill,,Florida,Union Bank of Florida,32518
19127,0,Santa Ana,,California,"North America Savings and Loan Association, A Federal Savings and Loan A",32519
19128,5604,Hereford,,Texas,The First National Bank of Hereford,3252
19129,0,Boca Raton,,Florida,"AMTRUST BANK, F.S.B.",32520
19130,0,Chickasha,,Oklahoma,"Universal Savings Association, A Federal Savings and Loan Association",32521
19131,0,Palmetto,,Florida,"Preferred Bank, A FSB",32522
19132,0,Coral Springs,,Florida,Coral Savings and Loan Association,32523
19133,0,Englewood,,Colorado,"Key Savings and Loan Association, A Federal Savings and Loan Association",32524
19134,0,Midvale,,Utah,"American General Bank, FSB",32525
19135,708384,Honolulu,www.asbhawaii.com,Hawaii,"American Savings Bank, FSB",32526
19136,0,Baltimore,www.bayvanguard.com,Maryland,BayVanguard Bank,32527
19137,0,Santa Ana,,California,Perpetual Savings Association A Federal Savings and Loan Association,32528
19138,0,Davie,,Florida,"South Florida Savings, A Federal Savings and Loan Association",32529
19139,4366,Hico,,Texas,The First National Bank of Hico,3253
19140,0,Dallas,,Texas,"Vernon Savings and Loan Association, FSA",32530
19141,0,Muskogee,,Oklahoma,"Victor Savings and Loan Association, A Federal Savings and Loan Associat",32531
19142,0,Glennville,www.southgabank.com,Georgia,South Georgia Bank,32532
19143,0,South Lake Tahoe,,California,"Tahoe Savings and Loan Association, A Federal Savings and Loan Associati",32533
19144,0,Milwaukee,,Wisconsin,Universal Savings Bank FA,32534
19145,0,Boca Raton,,Florida,Southern Floridabanc Federal Savings and Loan Association,32535
19146,0,Lantana,,Florida,Sterling Bank,32536
19147,0,Cranston,,Rhode Island,Colonial Bank,32537
19148,0,Baltimore,,Maryland,Parkville Federal Savings Bank,32538
19149,0,Coral Gables,,Florida,Bankers Savings Bank,32539
19150,8249,Higgins,,Texas,First National Bank in Higgins,3254
19151,0,New Port Richey,,Florida,Liberty Federal Savings and Loan Association,32540
19152,25282,Hicksville,www.flagstar.com,New York,"Flagstar Bank, National Association",32541
19153,0,Irving,,Texas,Independent American Savings and Loan Association FSA,32542
19154,0,Marietta,,Georgia,Cobb Federal Savings Bank,32543
19155,0,Texarkana,,Texas,"Security Savings Association, FSA",32544
19156,0,Titusville,,Florida,Prime Bank of Central Florida,32545
19157,0,El Reno,,Oklahoma,"Investors Savings and Loan Association, A Federal Savings and Loan Assoc",32546
19158,708420,Baltimore,,Maryland,Vigilant Federal Savings Bank,32547
19159,0,Durant,,Oklahoma,"United Savings, A Federal Savings and Loan Association",32548
19160,0,Tampa,,Florida,"Freedom Savings and Loan Association, A Federal Savings and Loan Associa",32549
19161,4900,Hillsboro,www.cnbhillsboro.com,Texas,The Citizens National Bank of Hillsboro,3255
19162,0,Watonga,,Oklahoma,"Sunbelt Savings, A Federal Savings and Loan Association",32550
19163,25228,Lehi,www.lendingclub.com,Utah,"LendingClub Bank, National Association",32551
19164,0,Metairie,,Louisiana,"French Market Homestead, FSA",32552
19165,0,La Place,,Louisiana,"First Savings of Louisiana, FSA",32553
19166,0,Crowley,,Louisiana,"Acadia Savings and Loan Association, A FSA",32554
19167,0,Stuart,,Florida,"Treasure Coast Bank, A Federal Savings Bank",32555
19168,0,West Monroe,,Louisiana,"Twin City Savings, A FSA",32556
19169,0,Phenix City,,Alabama,"Phenix Federal Savings and Loan Association, FA",32557
19170,0,Countryside,,Illinois,"Lyons Savings, A Federal Savings and Loan Association",32558
19171,0,Cockeysville,,Maryland,Senator  Bank,32559
19172,0,Austin,www.horizon.bank,Texas,"Horizon Bank, SSB",3256
19173,0,Orange,,California,"First California Savings, FSA",32560
19174,0,Topeka,,Kansas,"Topeka Savings, A Federal Savings and Loan Association",32561
19175,0,Charlotte Amalie,,U.S. Virgin Islands,First Virgin Islands FSB,32562
19176,0,Rockville,,Maryland,Republic Federal Savings Bank,32563
19177,0,Dallas,,Texas,Montfort Savings Association,32564
19178,0,Union,,New Jersey,"Lehigh Savings Bank, SLA",32565
19179,0,Morganton,,North Carolina,"Surety Federal Savings and Loan Association, FSA",32566
19180,23256,Milwaukee,,Wisconsin,TCF National Bank Wisconsin,32567
19181,0,Salida,,Colorado,"The Thatcher Bank, FSB",32568
19182,0,Chicago,,Illinois,American Home Bank,32569
19183,0,Tallahassee,,Florida,First South Bank,32570
19184,0,Bluffton,,South Carolina,Woodlands Bank,32571
19185,0,Omaha,,Nebraska,"First American Savings Bank, F.S.B.",32572
19186,0,Opelika,,Alabama,Eagle Bank of Alabama,32573
19187,0,Plano,www.bealbank.com,Texas,Beal Bank,32574
19188,0,Alpharetta,,Georgia,NetBank,32575
19189,0,Craig,,Colorado,"Great West Savings Bank, F.S.B.",32576
19190,22172,Norcross,,Georgia,Button Gwinnett National Bank,32577
19191,0,Waterloo,,Iowa,"Statesman Bank for Savings, FSB",32578
19192,0,Ellicott City,,Maryland,"Concord Savings Bank, FSB",32579
19193,0,Houston,,Texas,Patriot Bank,3258
19194,708484,Sanford,,Florida,Federal Trust Bank,32580
19195,0,Baltimore,,Maryland,"Farmers Bank, a Federal Savings Bank",32581
19196,0,Scottsdale,,Arizona,"First Arizona Savings, A FSB",32582
19197,0,Reston,,Virginia,Greater Atlantic Bank,32583
19198,0,Houston,,Texas,Coastal Banc Savings Association,32584
19199,0,Scottsdale,,Arizona,"Universal Savings and Loan Association, A Federal Savings and Loan Assoc",32585
19200,0,San Carlos,,California,"EurekaBank, a Federal Savings Bank",32586
19201,0,Dyersburg,,Tennessee,"Union Planters Bank, FSB",32587
19202,0,Winter Haven,,Florida,Haven Federal Savings and Loan Association,32588
19203,0,Hempstead,,Texas,First Federal Savings Bank of Hempstead,32590
19204,0,Mclean,,Virginia,Mclean Federal Savings and Loan Association,32591
19205,0,El Paso,,Texas,"Merabank Texas, FSB",32592
19206,0,Dothan,,Alabama,Dothan Federal Savings Bank,32593
19207,0,Lynnwood,,Washington,World Savings and Loan Association of America Federal Savings and Loan A,32594
19208,0,Pleasant Hill,,California,"First Security, A Federal Savings and Loan Association",32595
19209,0,Muskogee,,Oklahoma,Cimarron Federal Savings and Loan Association,32596
19210,0,Dallas,,Texas,American Federal Bank FSB,32597
19211,0,Irving,,Texas,"Sunbelt Savings, FSB",32598
19212,0,Hayward,,California,"Old Stone Bank of California, A FSB",32599
19213,0,Oxford,,Mississippi,Bank of Oxford,326
19214,8645,Houston,,Texas,"Bank of the Southwest National Association, Houston",3260
19215,0,Clayton,,Missouri,"First Bank, Federal Savings Bank",32600
19216,0,Oklahoma City,,Oklahoma,Arrowhead Federal Savings and Loan Association,32601
19217,0,Tulsa,,Oklahoma,"Local America Bank of Tulsa, A Federal Savings Bank",32602
19218,0,Kingfisher,,Oklahoma,Chisholm Federal Savings and Loan Association,32603
19219,0,Ponca City,,Oklahoma,Heartland Federal Savings and Loan Association,32604
19220,0,Lawton,,Oklahoma,Red River Federal Savings and Loan Association,32605
19221,22241,Lawrence,,Kansas,The University National Bank of Lawrence,32606
19222,0,Mount Pleasant,,South Carolina,"Lowcountry Savings Bank, Inc.",32607
19223,0,Stockton,,California,"American Savings, A FS& La",32608
19224,0,Council Bluffs,,Iowa,First Federal Lincoln Bank-Iowa,32609
19225,0,Houston,,Texas,"Harrisburg Bank, Houston, Texas",3261
19226,0,Houston,,Texas,"Heights of Texas, FSB",32610
19227,0,Houston,,Texas,"First Heights Bank, a  FSB",32611
19228,25093,Hillsboro,www.ncb.coop,Ohio,"NATIONAL COOPERATIVE BANK, N.A.",32612
19229,0,Frankton,,Indiana,Union Federal Savings Bank of Frankton,32613
19230,0,Indianapolis,,Indiana,Union Federal Bank of Indianapolis,32614
19231,0,Jacksonville,,Florida,Citizens Federal Savings Bank,32615
19232,0,Bellaire,,Texas,"Continental Savings, A Federal Savings and Loan Association",32616
19233,0,Santa Ana,,California,"Butterfield Savings and Loan Association, FSA",32617
19234,0,Austin,,Texas,Guaranty Bank,32618
19235,0,Austin,,Texas,"Franklin Federal Bancorp, A Federal Savings Bank",32619
19236,9353,Houston,,Texas,"First RepublicBank Houston, National Association",3262
19237,22722,Wooster,,Ohio,Peoples National Bank,32620
19238,0,Odgen,,Utah,"Mountainwest Savings and Loan Association, A Federal Savings and Loan As",32621
19239,24561,Dallas,,Texas,"Citibank Texas, National Association",32623
19240,0,Cedar Rapids,,Iowa,"United Security Savings Bank, F.S.B.",32624
19241,0,Philadelphia,,Pennsylvania,Prime Bank,32625
19242,0,Gibbsboro,,New Jersey,Premium Bank,32626
19243,0,Lima,,Ohio,"South Side Savings Bank, FSB",32627
19244,0,Denver,,Colorado,"Columbia, A Federal Savings and Loan Association",32628
19245,708547,Beresford,firstsavingsbanks.com,South Dakota,First Savings Bank,32629
19246,10225,Houston,,Texas,"Chase Bank of Texas, National Association",3263
19247,0,Delray Beach,,Florida,Financial Security Federal Savings and Loan Association,32630
19248,0,New York City,,New York,New York FSB,32631
19249,0,Houston,,Texas,Commonwealth Federal Savings Association,32632
19250,0,Henderson,,Nevada,Washington Mutual Bank,32633
19251,0,Irvine,,California,New West Federal Savings and Loan Association,32634
19252,0,Clearwater,,Florida,Colony Bank,32635
19253,0,Columbus,,Georgia,Barnett Bank of Southwest Georgia,32636
19254,0,Buchanan Dam,,Texas,Texas Trust Savings Bank FSB,32637
19255,0,Walnut Creek,,California,"Columbus Savings, A Federal Savings and Loan Association",32638
19256,0,Falls Church,,Virginia,Federal Savings Bank of Virginia,32639
19257,0,Houston,,Texas,Bank United,32640
19258,0,Corpus Christi,,Texas,Pacific Southwest Bank,32641
19259,0,Mclean,,Virginia,"NVR Savings Bank, FSB",32642
19260,0,Dallas,,Texas,"First Nationwide Bank, FSB",32643
19261,0,Wenatchee,,Washington,First Western Federal Savings and Loan Association of Wenatchee,32644
19262,0,Richmond,,Virginia,Virginia Federal Savings Bank,32645
19263,0,Hinsdale,,Illinois,Superior Bank FSB,32646
19264,0,Spencer,www.nw.bank,Iowa,Northwest Bank,32647
19265,0,Dallas,,Texas,Bluebonnet Savings Bank FSB,32648
19266,708569,Huntsville,,Alabama,American Bank of Huntsville,32649
19267,0,Oakland Park,,Florida,New River Bank,32650
19268,0,Miami,,Florida,"First Florida Savings Bank, F.S.B.",32651
19269,24087,Arlington,,Virginia,FBR National Trust Company,32652
19270,0,Minneapolis,,Minnesota,"Midwest Savings Association, FA",32653
19271,708575,Rockville,,Maryland,Colombo Bank,32654
19272,0,White Marsh,,Maryland,Cowenton Federal Savings and Loan Association,32655
19273,0,Essex,,Maryland,"The Back and Middle River Federal Savings and Loan Association, Inc.",32656
19274,0,Houston,,Texas,University Federal Savings Association,32657
19275,0,Phoenix,,Arizona,"Western Savings and Loan Association, FA",32658
19276,0,Dallas,,Texas,Murray Federal Savings and Loan Association,32659
19277,708581,Baltimore,,Maryland,Hull Federal Savings Bank,32660
19278,0,Americus,,Georgia,"First Savings of Americus, A Federal Savings and Loan Association",32661
19279,0,San Antonio,,Texas,Alamo Federal Savings Asso of Texas,32662
19280,0,Houston,,Texas,Cornerstone FSA,32663
19281,0,San Antonio,,Texas,First State FSA,32664
19282,0,Savannah,,Georgia,Great Southern Federal Savings and Loan Association,32665
19283,0,Victoria,,Texas,Victoria Savings Association FSA,32666
19284,0,Clayton,,Missouri,"Missouri Savings Association, FA",32667
19285,0,Boonville,,Missouri,"Mid Missouri Savings and Loan Association, FA",32668
19286,0,Phoenix,,Arizona,"Sun State Savings and Loan Association, FSA",32669
19287,0,Houston,,Texas,Benjamin Franklin FSA,32670
19288,0,Cornelia,,Georgia,Habersham Federal Savings and Loan Association,32671
19289,0,San Antonio,,Texas,North American FSA,32672
19290,0,Los Angeles,,California,"American Interstate Savings Association, FA",32673
19291,0,San Antonio,,Texas,"San Antonio Savings Association, FA",32674
19292,0,Plano,,Texas,"Hallmark Savings and Loan Association, FA",32675
19293,0,Taylor,,Michigan,New Guaranty Federal Savings and Loan Association,32676
19294,0,Waco,,Texas,"First Savings and Loan Association, FA",32677
19295,0,West Palm Beach,,Florida,Royal Palm Federal Savings and Loan Association,32678
19296,0,Omaha,,Nebraska,"Occidental Nebraska Savings Bank, FSB",32679
19297,6922,Hughes Springs,WWW.FNBHS.COM,Texas,The First National Bank of Hughes Springs,3268
19298,0,Oklahoma City,,Oklahoma,"Continental Federal Savings and Loan Association, F.A.",32680
19299,0,New Braunfels,,Texas,"New Braunfels Savings and Loan Association, FA",32681
19300,0,Austin,,Texas,Capitol City FSA,32682
19301,0,Streator,,Illinois,"Peoples Savings and Loan Association, FA",32683
19302,0,Annapolis,,Maryland,"Gibraltar Savings and Loan Association, FA",32684
19303,0,Gretna,,Louisiana,"Lafayette Savings and Loan Association, FA",32685
19304,0,Hammond,,Louisiana,"Commercial Savings and Loan Association, FA",32686
19305,0,Beverly Hills,,California,"Sierra Savings and Loan, F.A.",32687
19306,0,Kilgore,,Texas,Federal Savings Association of the Southwest,32688
19307,0,Little Rock,,Arkansas,Capital Federal Savings and Loan Association,32689
19308,4208,Huntsville,www.fnbhuntsvilletx.bank,Texas,First National Bank of Huntsville,3269
19309,0,Albuquerque,,New Mexico,New Mexico FSA,32690
19310,0,Denham Springs,,Louisiana,Parish Federal Savings and Loan Association,32691
19311,0,Greenville,,Texas,Centennial Federal Savings and Loan Association,32692
19312,0,Hays,,Kansas,"First of Kansas Savings, A Federal Savings and Loan Association",32693
19313,0,Checotah,,Oklahoma,"Cross Roads Federal Savings and Loan Association, FA",32694
19314,0,Margate,,Florida,Commonwealth Federal Savings and Loan Association,32695
19315,0,Plymouth,,Indiana,"Pioneer Savings, FA",32696
19316,0,Gering,,Nebraska,"Platte Valley Savings, A Federal Savings and Loan Association",32697
19317,21686,Astoria,,New York,Marathon National Bank of New York,32698
19318,21842,Zephyrhills,,Florida,"CENTERSTATE BANK, NATIONAL ASSOCIATION",32699
19319,0,Raymond,http://www.mpbank.net,Mississippi,Merchants and Planters Bank,327
19320,13614,Iowa Park,,Texas,State National Bank of Texas,3270
19321,0,Dallas,,Texas,Compass Bank-Dallas,32700
19322,0,Chicago,,Illinois,First Chicago Bank of Lincoln Park,32701
19323,21938,Boulder,,Colorado,"FirstBank of South Boulder, National Association",32704
19324,0,Greenville,,North Carolina,New East Bank of Greenville,32705
19325,0,Peachtree City,,Georgia,Fayette County Bank,32706
19326,0,Fountain Valley,,California,Centennial Bank,32707
19327,21674,Denver,,Colorado,"FirstBank of Southmoor Park, National Association",32708
19328,21682,Thornton,,Colorado,"FirstBank at 120th/Colorado, National Association",32709
19329,21956,Templeton,,California,Templeton National Bank,32710
19330,0,Woodstock,,Georgia,First Cherokee State Bank,32711
19331,21963,Nashville,,Tennessee,"Fifth Third Bank, National Association",32712
19332,0,Nashville,,Tennessee,The Bank of Nashville,32713
19333,0,New York City,,New York,Bank of Bermuda (New York) Limited,32715
19334,0,Miami,www.helmbankusa.com,Florida,Helm Bank USA,32718
19335,21790,Springfield,,Georgia,First National Bank of Effingham,32719
19336,0,Texarkana,,Texas,First State Bank,3272
19337,0,San Rafael,,California,Metro Commerce Bank,32720
19338,0,New Britain,,Connecticut,First City Bank,32721
19339,0,Overland Park,,Kansas,Bank of Blue Valley,32722
19340,0,Lake Zurich,,Illinois,American Chartered Bank of Lake Zurich,32723
19341,0,Oconto Falls,,Wisconsin,Community Bank Financial,32724
19342,0,Windsor,,New Jersey,First Washington State Bank,32725
19343,0,Fayetteville,,North Carolina,New East Bank of the Cape Fear,32726
19344,0,Woodstock,,Vermont,First Community Bank,32727
19345,22155,Norfolk,,Virginia,"New Atlantic Bank, National Association",32728
19346,22150,North Palm Beach,,Florida,"First American Bank and Trust, National Association",32729
19347,23528,Denison,,Texas,"Landmark Bank, National Association",3273
19348,0,Phenix City,,Alabama,SouthTrust Bank of Russell County,32730
19349,21930,Charlotte,,North Carolina,Crown National Bank,32731
19350,21934,Ponte Vedra Beach,,Florida,Ponte Vedra National Bank,32732
19351,0,Reno,,Nevada,Sierrawest Bank,32733
19352,0,Eureka,,California,Six Rivers Bank,32734
19353,0,Marietta,,Georgia,United Community Bank Metro,32735
19354,0,Norcross,,Georgia,First Capital Bank,32736
19355,0,Chiefland,,Florida,Drummond Community Bank,32737
19356,0,Snellville,,Georgia,The Eastside Bank & Trust Company,32738
19357,0,Rockmart,,Georgia,United Bank & Trust Company,32739
19358,4483,Jacksboro,,Texas,The First National Bank of Jacksboro,3274
19359,0,Annapolis,,Maryland,BankAnnapolis,32740
19360,0,Gallatin,,Tennessee,First Independent Bank,32741
19361,0,Florissant,,Missouri,First Exchange Bank of North St. Louis County,32742
19362,0,Novato,,California,Circle Bank,32743
19363,0,Richmond Hill,,Georgia,Bryan Bank & Trust,32744
19364,0,Eureka,,Missouri,Rockwood Bank,32745
19365,0,Salina,,Kansas,"Peoples Heritage Savings, A Federal Savings and Loan Association",32746
19366,0,Jackson,,Mississippi,"Unifirst Bank for Savings, A Federal Savings and Loan Association",32747
19367,0,Dallas,,Texas,Metropolitan Financial Federal Savings and Loan Association,32748
19368,0,Westbury,,New York,New York Commercial Bank,32749
19369,7814,Jacksboro,http://www.mybanktexas.com,Texas,The Jacksboro National Bank,3275
19370,0,Peoria,,Illinois,Security Federal Savings and Loan Association,32752
19371,0,Rock Island,,Illinois,"Black Hawk Savings and Loan Association, F.A.",32753
19372,0,Austin,,Texas,Southside Federal Savings and Loan Association,32754
19373,0,Hearne,,Texas,"Hearne Building and Loan Association, F.A.",32755
19374,0,Kerrville,,Texas,"Guadalupe Savings and Loan Association, F.A.",32756
19375,0,Taylor,,Texas,Taylorbanc Federal Savings and Loan Association,32757
19376,0,Tomball,,Texas,"First Equity Savings Association, F.A.",32758
19377,0,Denton,,Texas,Denton Federal Savings Association,32759
19378,5581,Jacksonville,www.austinbank.com,Texas,"Austin Bank, Texas National Association",3276
19379,0,Jerseyville,,Illinois,"Heritage Savings and Loan Association, F.A.",32760
19380,0,Albany,,Oregon,Linn-Benton Bank,32761
19381,21647,Washington,,District Of Columbia,Theodore Roosevelt National Bank,32762
19382,22189,Clifton,,Colorado,Mesa National Bank - Clifton,32765
19383,22190,Glenwood Springs,,Colorado,Mesa National Bank - Glenwood Springs,32766
19384,22191,Montrose,,Colorado,Mesa National Bank - Montrose,32767
19385,22192,Grand Junction,,Colorado,Mesa National Bank - Patterson,32768
19386,22193,Rifle,,Colorado,Mesa National Bank - Rifle,32769
19387,22182,Grand Junction,,Colorado,Mesa National Bank,32770
19388,0,Basking Ridge,,New Jersey,Growth Bank,32771
19389,0,Boston,www.easternbank.com,Massachusetts,Eastern Bank,32773
19390,0,Cleveland,,Ohio,Broadview Federal Savings Bank,32774
19391,0,San Bernardino,,California,Arrowhead Pacific Savings Bank,32775
19392,0,San Francisco,,California,Gateway Federal Savings Bank,32776
19393,0,Steamboat Springs,,Colorado,"Alpine Savings, a Federal Savings and Loan Association",32777
19394,0,Grand Junction,,Colorado,Valley Federal Savings and Loan Association,32778
19395,0,Novato,www.bankofmarin.com,California,Bank of Marin,32779
19396,0,Duvall,,Washington,Inter Bank,32780
19397,0,North Brunswick,,New Jersey,Farrington Bank,32781
19398,22188,Hays,,Kansas,"Bank IV Hays, National Association",32782
19399,0,Kansas City,,Kansas,Anchor Federal Savings and Loan Association,32783
19400,0,Little Rock,,Arkansas,"First Savings of Arkansas, F.A.",32784
19401,0,Roswell,,New Mexico,"Valley Savings Bank, F.S.B.",32785
19402,0,San Jose,,California,Cabrillo Federal Savings Bank,32786
19403,0,Anchorage,,Alaska,"Home Savings Bank, F.S.B.",32787
19404,0,Springfield,,Illinois,"Citizens Savings and Loan Association of Springfield, F.A.",32788
19405,0,Joliet,,Illinois,"Home Savings, A Federal Savings and Loan Association",32789
19406,5614,Karnes City,www.kcnb.com,Texas,The Karnes County National Bank of Karnes City,3279
19407,0,Hutchinson,,Kansas,"Valley Savings, A Federal Savings and Loan Association",32790
19408,0,Salt Lake City,,Utah,"American Savings, A Federal Savings and Loan Association",32791
19409,0,Los Angeles,,California,Founders Federal Savings and Loan Association,32792
19410,0,Laredo,,Texas,"First Savings of Laredo, FA",32793
19411,0,Alliance,,Ohio,"Midland-Buckeye Savings, A Federal Savings and Loan Association",32794
19412,0,Beaumont,,Texas,"Spindletop Savings Association, F.A.",32795
19413,0,Albuquerque,,New Mexico,Sandia Federal Savings Association,32796
19414,0,Phoenix,,Arizona,"Southwest Savings and Loan Association, FA",32797
19415,18771,Hudson,,Ohio,"Morgan Bank, National Association",32798
19416,0,Overland Park,,Kansas,Parkway Bank,32799
19417,0,Ruleville,,Mississippi,Southern Bancorp Bank,328
19418,10757,Kaufman,,Texas,The Farmers and Merchants National Bank of Kaufman,3280
19419,0,Myrtle Beach,,South Carolina,Seabank Federal Savings Bank,32800
19420,0,Brenham,,Texas,First Federal Savings and Loan Association of Brenham,32801
19421,0,Plano,,Texas,"Plano Savings and Loan Association, F.A.",32802
19422,0,Garland,,Texas,First Garland Federal Savings and Loan Association,32803
19423,0,Tyler,,Texas,"East Texas Savings and Loan Association, F.A.",32804
19424,0,Monroeville,,Pennsylvania,Concord-Liberty Federal Savings and Loan Association,32805
19425,0,Texarkana,,Texas,Security Federal Savings Association,32806
19426,0,Sterling,,Colorado,"Colorado Savings Bank, F.S.B.",32807
19427,0,Colorado Springs,,Colorado,"American Savings of Colorado, A Federal Savings and Loan Association",32808
19428,0,Sapulpa,,Oklahoma,"Family Savings Bank, F.S.B.",32809
19429,5932,Kemp,,Texas,"Harmony Bank, National Association",3281
19430,0,Edmond,,Oklahoma,"American Home Savings and Loan Association, F.A.",32810
19431,0,Little Rock,,Arkansas,"Savers Savings Association, a Federal Savings and Loan Association",32811
19432,0,Miami,,Florida,Lincoln Federal Savings and Loan Association,32812
19433,0,Salt Lake City,,Utah,"Deseret Savings and Loan Association, F.A.",32813
19434,0,Los Angeles,,California,Southwest Federal Savings Association,32814
19435,22037,Clearwater,,Florida,"FirstMerit Bank, National Association",32815
19436,0,Metairie,,Louisiana,Columbia Federal Homestead Savings and Loan Association,32817
19437,0,Cedar Rapids,,Iowa,Banc Iowa Federal Savings Bank,32818
19438,0,Costa Mesa,,California,"Pacific First Bank, A Federal Savings Bank",32819
19439,12187,Kenedy,,Texas,First-Nichols National Bank of Kenedy,3282
19440,0,Richmond,,Virginia,Seasons Federal Savings Bank,32820
19441,0,Monroe,,Louisiana,"People's Homestead Savings Bank, FSB",32821
19442,0,El Paso,,Texas,Surety Federal Savings Association,32822
19443,0,Mcallen,,Texas,Valley Federal Savings Association,32823
19444,0,Port Arthur,,Texas,Fidelity Federal Savings Association,32824
19445,0,Wichita,,Kansas,"Mid Kansas Savings and Loan Association, a F.A.",32825
19446,0,Weatherford,,Oklahoma,"Great Plains Savings Association, F.A.",32826
19447,0,Simi Valley,,California,"Gibraltar Savings, F.A.",32827
19448,0,Seattle,,Washington,"Gibraltar Savings Bank, F.S.B.",32828
19449,0,Lafayette,,Louisiana,"First Louisiana Federal Savings Bank, F.A.",32829
19450,0,Kerens,,Texas,The Kerens Bank,3283
19451,0,Roselle Park,,New Jersey,Colonial Federal Savings Association,32830
19452,0,Kankakee,,Illinois,Crest Federal Savings and Loan Association,32831
19453,0,Galesburg,,Illinois,Fidelity Federal Savings Association,32832
19454,0,Aspen,,Colorado,"Aspen Savings Bank, F.S.B.",32833
19455,0,Miami,,Florida,General Federal Savings Bank,32834
19456,0,Anderson,,Indiana,First Federal Savings and Loan Association of Central Indiana,32835
19457,0,Orange,,Connecticut,Prime Bank,32836
19458,0,Clayton,,Georgia,United Community Bank Rabun County,32837
19459,0,Walhalla,,South Carolina,"Community First Bank, Inc.",32838
19460,0,Tulsa,,Oklahoma,Sooner Federal Savings Association,32839
19461,12698,Kilgore,,Texas,Kilgore First National Bank,3284
19462,0,Houston,,Texas,Texas Western Federal Savings Association,32840
19463,0,Garden Grove,,California,Security Federal Savings Association,32841
19464,0,Columbia,,South Carolina,"Security Federal Savings, FSB",32842
19465,0,Salamanca,,New York,Salamanca Federal Savings Association,32843
19466,0,Austin,,Texas,Austin Federal Savings and Loan Association,32844
19467,0,El Paso,,Texas,Southwestern Federal Savings Association,32845
19468,0,Copperas Cove,,Texas,Fortune Financial Federal Savings and Loan Association,32846
19469,0,Los Angeles,,California,Brookside Federal Savings and Loan Association,32847
19470,0,Bridgeport,,Connecticut,Community Federal Savings Association,32848
19471,0,Arlington Heights,,Illinois,"Arlington Heights Savings Association, F.A.",32849
19472,5750,Killeen,www.1stnb.com,Texas,First National Bank Texas,3285
19473,0,Norfolk,,Virginia,Atlantic Permanent Federal Savings Bank,32850
19474,0,Elizabeth,,New Jersey,"City Savings Bank, F.S.B.",32851
19475,0,Pikesville,,Maryland,Yorkridge-Calvert Federal Savings Association,32852
19476,0,Nassau Bay,,Texas,Columbia Federal Savings and Loan Association,32853
19477,0,Silver City,,New Mexico,"Silver Savings Association, FA",32854
19478,0,Grayson,,Kentucky,Citizens Bank,32855
19479,23840,Raritan Township,,New Jersey,"Commerce Bank/Central, National Association",32856
19480,0,Hattiesburg,,Mississippi,First Guaranty Federal Savings and Loan Association,32857
19481,0,Garland,,Texas,BannerBanc Federal Savings and Loan Association,32858
19482,0,Bala Cynwyd,,Pennsylvania,"Atlantic Financial Savings, F.A.",32859
19483,12968,Kingsville,www.Klebergbank.com,Texas,"Kleberg  Bank, N.A.",3286
19484,0,Georgetown,,Texas,Certified Federal Savings Association,32860
19485,0,Sanford,,Maine,American Federal Savings Bank,32861
19486,0,Ferguson,,Missouri,"St. Louis County Savings Association, F.A.",32862
19487,0,Monroe,,Louisiana,Deposit Trust Federal Savings Bank,32863
19488,0,Wilmette,,Illinois,"Horizon Savings Bank, F.S.B.",32864
19489,0,Los Angeles,,California,Wilshire Federal Savings and Loan Association,32865
19490,0,Fresno,,California,Financial Federal Savings and Loan Association,32866
19491,0,Marshall,,Texas,"Marshall Savings Association, F.A.",32867
19492,0,Quincy,,Illinois,Gem City Federal Savings and Loan Association,32868
